Ensembl_ID	Gene_symbol	contrast	type	dir	n_datasets	datasets	mean_log2FC	max_padj
ENSG00000170390	DCLK2	F4_vs_F1	between_strata	up	2	GSE135251,GSE162694	0.6781288007251169	0.03255030979324143
ENSG00000170442	KRT86	F4_vs_F2	between_strata	up	2	GSE135251,GSE162694	1.9145048597284775	0.03880762181807673
ENSG00000170464	DNAJC18	F4_vs_F1	between_strata	up	2	GSE135251,GSE162694	0.6395519831602439	0.005404967175113624
ENSG00000170476	MZB1	F4_vs_F1	between_strata	up	2	GSE135251,GSE162694	0.8147644644447428	0.04107789396758562
ENSG00000170542	SERPINB9	F4_vs_F0	baseline	up	2	GSE130970,GSE162694	1.074452904755934	0.01578861315406252
ENSG00000170745	KCNS3	F3_vs_F1	between_strata	up	2	GSE130970,GSE135251	0.8053310324220637	0.013593954169284902
ENSG00000170873	MTSS1	F4_vs_F0	baseline	down	2	GSE130970,GSE162694	-0.7732485973429315	0.03208368948522085
ENSG00000170927	PKHD1	F4_vs_F0	baseline	up	2	GSE130970,GSE135251	1.1780315762794962	0.02861079065317631
ENSG00000170927	PKHD1	F4_vs_F1	between_strata	up	3	GSE130970,GSE135251,GSE162694	1.068825451736426	0.013595393802316126
ENSG00000170961	HAS2	F4_vs_F0	baseline	up	2	GSE135251,GSE162694	2.2979475763415653	0.0013603411347966406
ENSG00000170961	HAS2	F4_vs_F1	between_strata	up	2	GSE135251,GSE162694	2.171338839538903	0.001525329301688846
ENSG00000170961	HAS2	F4_vs_F2	between_strata	up	2	GSE135251,GSE162694	1.9777588341897745	8.119378843062236e-4
